nome,sigla,superior.sigla,unidade_organizacional.nome,is_siape,total_servidores
COORD.MATERIAIS REC.PATRIMONIAIS - JP,CMRPT-JP,DELOG-JP,CAMPUS JOAO PESSOA,True,0
COORD. PATRIMONIO-JP,CPAT-JP,DOF-JP,CAMPUS JOAO PESSOA,True,0
COORD. EXECUCAO ORCAMENTARIAS- JP,COEXOR-JP,DOF-JP,CAMPUS JOAO PESSOA,True,0
COORD. PLANEJAMENTO -JP,COPLAN-JP,DG-JP,CAMPUS JOAO PESSOA,True,0
COORD. C. TEC. CONTABILIDADE-JP,CTCONT-JP,UA-I-JP,CAMPUS JOAO PESSOA,True,0
COORD. SUP LICENCIATURA LETRAS-JP,COLET-JP,UA-IV-JP,CAMPUS JOAO PESSOA,True,0
COORD. C. SUP. LIC. FISICA-CG,CSLF-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. C. SUP. LIC MATEMATICA-CG,CSLM-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. C.SUP.TEC.CONTRUCAO EDIFICIOS-CG,CSTEDIF-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. CUR SUP. SIST.PARA INTERNET-GB,CCSTSI-GB,DDE-GB,CAMPUS GUARABIRA,True,0
COORD. C.TEC. PETROLEO GAS-CG,CTPG-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. C. SUP. TEC SEGURANCA TRABALHO-PT,CSTST-PT,DDE-PT,CAMPUS PATOS,True,0
COORD. C. TEC. MAN SUP.INFORMATICA-PT,CTMSI-PT,DDE-PT,CAMPUS PATOS,True,0
COORD. C. TEC.CONTROLE AMBIENTAL-PI,CTCA-PI,DDE-PI,CAMPUS PRINCESA ISABEL,True,0
COORD. DO C. TEC. EM MEIO AMBIENTE-SS,CTMA-SS,DEP-SS,CAMPUS SOUSA,True,0
COORD. CST GESTAO COMERCIAL-GB,CSTGC-GB,DDE-GB,CAMPUS GUARABIRA,True,0
COORD. TECNICO CONTABLIDADE-GB,CTECON-GB,DDE-GB,CAMPUS GUARABIRA,True,0
COORD. TECNICO INFORMATICA-GB,COTEINF-GB,DDE-GB,CAMPUS GUARABIRA,True,0
COORD. C. TEC. INSTRUMENTO MUSICAL-MT,CCTIM-MT,DDE-MT,CAMPUS MONTEIRO,True,0
COORD. C. TEC MAN SUPORTE INFORMATICA-MT,CTMSI-MT,DDE-MT,CAMPUS MONTEIRO,True,0
COORD. C. TECNICO SECRETARIADO-JP,CCTSEC-JP,UA-V-JP,CAMPUS JOAO PESSOA,True,0
COORD. POS-GRADUACAO ENG. ELETRICA-JP,CPGEEL-JP,DES-JP,CAMPUS JOAO PESSOA,True,0
COORD. DO C. S. EM LIC. EM ED. FISICA-SS,CCSLEF-SS,DES-SS,CAMPUS SOUSA,True,0
COORD. DO C. S. B. EM MED VETERINARIA-SS,CSBMVET-SS,DES-SS,CAMPUS SOUSA,True,0
COORD. C. TEC. EM AGROPECUARIA-SS,CCTAG-SS,DEP-SS,CAMPUS SOUSA,True,0
COORD. DO C. TEC. EM INFORMATICA-SS,CCTI-SS,DEP-SS,CAMPUS SOUSA,True,0
COORDENAÇÃO DO CURSO TÉCNICO EM MANUTENÇAO EM SUPORTE EM INFORMÁTICA - CAMPUS PICUÍ,CCTMSI-PC,DDE-PC,CAMPUS PICUÍ,False,1
COORDENAÇÃO DO CURSO TÉCNICO EM EDIFICAÇÕES - CAMPUS PICUÍ,CCTE-PC,DDE-PC,CAMPUS PICUÍ,False,4
COORD. CURSO TECNICO GEOLOGIA-PC,CCTG-PC,DDE-PC,CAMPUS PICUI,True,0
COORD CURSO TECNICO EDIFICACOES-PC,CCTE-PC,DDE-PC,CAMPUS PICUI,True,0
COORD. CURSO TECNICO INFORMATICA-PC,CCTI-PC,DDE-PC,CAMPUS PICUI,True,0
COORD MAN SUPORTE INFORMAT ELETRONICA-PC,COMSIL-PC,DDE-PC,CAMPUS PICUI,True,0
COORD TURNO-PC,CT-PC,DDE-PC,CAMPUS PICUI,True,0
COORD. BIBLIOTECA-CG,CBIBLIO-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
DEPARTAMENTO DE EDUCAÇÃO PROFISSIONAL - CAMPUS SOUSA,DEP-SS,DDE-SS,CAMPUS SOUSA,False,21
COORDENAÇÃO DO CURSO TECNICO EM AGROPECUARIA-CAMPUS SOUSA,CCTAGRO-SS,DEP-SS,CAMPUS SOUSA,False,3
COORDENAÇÃO DO CURSO TÉCNICO EM MEIO AMBIENTE INTEGRADO AO MÉDIO - CAMPUS SOUSA,CCTMA-SS,DEP-SS,CAMPUS SOUSA,False,1
COORDENAÇÃO DO CURSO TECNICO EM AGROINDUSTRIA-CAMPUS SOUSA,CCTA-SS,DEP-SS,CAMPUS SOUSA,False,2
COORDENAÇÃO DO CURSO TÉCNICO EM INFORMÁTICA - CAMPUS SOUSA,CCTI-SS,DEP-SS,CAMPUS SOUSA,False,2
COORDENAÇÃO PROEJA-CAMPUS SOUSA,CPROEJA-SS,DEP-SS,CAMPUS SOUSA,False,2
COORDENAÇÃO DO CURSO TÉCNICO EM AGROPECUÁRIA SUBSEQUENTE AO ENSINO MÉDIO -  CAMPUS SOUSA,CCTSA-SS,DEP-SS,CAMPUS SOUSA,False,0
COORDENAÇÃO DO CURSO TÉCNICO EM AGROINDÚSTRIA SUBSEQUENTE AO ENSINO MÉDIO,CCTAS-SS,DEP-SS,CAMPUS SOUSA,False,0
COORDENAÇÃO DO CURSO TÉCNICO EM INFORMÁTICA SUBSEQUENTE AO ENSINO MÉDIO - CAMPUS SOUSA,CCTIS-SS,DEP-SS,CAMPUS SOUSA,False,0
INVENTARIO JP 2013,INVENTARIO2013,CA-JP ,CAMPUS JOÃO PESSOA,False,0
COMISSÃO PERMANENTE DE CONCURSOS - CAMPUS CAJAZEIRAS,COMPEC-CZ,DG-CZ,CAMPUS CAJAZEIRAS,False,0
 NÚCLEO DE ANÁLISE DE SOFTWARE DO CAMPUS JOÃO PESSOA ,NAS-JP,DG-JP,CAMPUS JOÃO PESSOA,False,0
COORDENAÇÃO DOS CURSOS INTEGRADOS - CAMPUS MONTEIRO,CCINT-MT,DDE-MT,CAMPUS MONTEIRO,False,0
COORDENAÇÃO DO CURSO SUBSEQUENTE - CAMPUS MONTEIRO,CCSUB-MT,DDE-MT,CAMPUS MONTEIRO,False,0
COORDENAÇÃO DE PESQUISA E EXTENSÃO - CAMPUS MONTEIRO,CPE-MT,DDE-MT,CAMPUS MONTEIRO,False,0
CHEFIA GABINETE CAMPUS GUARABIRA,CGAB-GB,DG-GB,CAMPUS GUARABIRA,True,0
COORD ASSISTENCIA AO ESTUDANTE-CG,CAE-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD. ANALISES PROCESSOS-RE,COAPRO-RE,DLEGIS-RE,REITORIA,True,0
DEP. DESENVOLVIMENTO PESSOAS-RE,DDP-RE,DGEP-RE,REITORIA,True,0
DEP. CAD. AC. PR. FL. PAGAMENTO-RE,DCAPP-RE,DGEP-RE,REITORIA,True,0
COOR. CAP. QUAL. PROFISSIONAL-RE,CCQP-RE,DDP-RE,REITORIA,True,0
COORD. ASSISTENCIA SERVIDOR-RE,CAS-RE,DDP-RE,REITORIA,True,0
COORD. CADASTRO ACOMPANHAMENTO-RE,CCA-RE,DCAPP-RE,REITORIA,True,0
COORD. PROD.FOLHA PAG. PESSOAL-RE,CPFP-RE,DCPP-RE,REITORIA,True,0
COORD. APOSENTADORIAS PENSOES-RE,CAPEN-RE,DCAPP-RE,REITORIA,True,0
SEC. PRO-REITORIA ADMINISTRACAO-RE,SPRA-RE,PRAF-RE,REITORIA,True,0
ASSIST. PRO-REITORIA ADMINISTRACAO-RE,APRA-RE,PRAF-RE,REITORIA,True,0
DIRETOR FINANCAS CONTABILIDADE-RE,DFINC-RE,PRAF-RE,REITORIA,True,0
DIR. COM. LOGISTICA-RE,DCLOG-RE,PRAF-RE,REITORIA,True,0
COORD ADMINISTRACAO DA PRA-RE,CAD-PRA-RE,PRAF-RE,REITORIA,True,0
DIR. ADM. MAT. PATRIMONIAIS-RE,DAMRP-RE,PRAF-RE,REITORIA,True,0
COORD. EXECUCAO FOLHA PAGAMENTO-RE,COEXFOP-RE,DFINC-RE,REITORIA,True,0
COORD. CONTRATOS-RE,CCONT-RE,DCCL-RE,REITORIA,True,0
COORD. CONTROLE EXP. DIARIAS-RE,CCED-RE,DFINC-RE,REITORIA,True,0
COORD. EXECUCAO FINANCEIRA-RE,CEF-RE,DFINC-RE,REITORIA,True,0
COORD. PROTOCOLO-RE,CP-RE,DCLOG-RE,REITORIA,True,0
COORD. MEMORIA ARQUIVO-RE,CMA-RE,DCLOG-RE,REITORIA,True,0
COORD. SERVICOS GERAIS-RE,CSG-RE,CAD-PRA-RE,REITORIA,True,0
COORD. PATRIMONIO-RE,CPAT-RE,DAMRP-RE,REITORIA,True,0
COORD. ALMOXARIFADO-RE,CALMOX-RE,DAMRP-RE,REITORIA,True,0
COORD. PLANEJAMENTO AQUISICOES-RE,COPAQ-RE,DCCL-RE,REITORIA,True,0
DIR. EXTENSAO TECNOLOGICA-RE,DEXTEC-JP,PROEXC-RE,REITORIA,True,0
SERVIDORES APOSENTADOS E PENSIONISTAS-RE,APOPENS-RE,DCAPP-RE,REITORIA,True,0
COORD APOIO ACADEMICO-CG,CAA-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD EXEC ORCAMENTARIA FINANCEIRA-MT,CEOF-MT,DAPF-MT,CAMPUS MONTEIRO,True,0
COORD ESTAGIO-MT,CE-MT,DDE-MT,CAMPUS MONTEIRO,True,0
COORD EXTENSAO CULTURA - MT,COEXTC-MT,DAPF-MT,CAMPUS MONTEIRO,True,0
COORD MANUTENCAO-MT,CMANU-MT,DAPF-MT,CAMPUS MONTEIRO,True,0
COORD NUC APREND/PROG MONIT TUTORIA-CG,NAPMT-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
COORD EXEC. FINANCEIRA-JP,CEF-JP,DOF-JP,CAMPUS JOAO PESSOA,True,0
COORD ADMINISTRACAO PESSOAL-JP,CAPES-JP,DGDP-JP,CAMPUS JOAO PESSOA,True,0
COORD.DESENVOLVIMENTO PROFISSIONAL-JP,CODESP-JP,DGDP-JP,CAMPUS JOAO PESSOA,True,0
COORD. PROMOCAO SOC.QUALIDADE VIDA-JP,CPSQV-JP,DGDP-JP,CAMPUS JOAO PESSOA,True,0
COOR CONTROLE ACESSO-JP,CCAC-JP,DAA-JP,CAMPUS JOAO PESSOA,True,0
COORD COMPRAS LICITACOES - JP,CCL-JP,DELOG-JP,CAMPUS JOAO PESSOA,True,0
CHEFIA GABINETE-PI,CB-PI,DG-PI,CAMPUS PRINCESA ISABEL,True,0
COORD. CURS.SUP BACHAR ENG CIVIL-CZ,CCSBEC-CZ,DDE-CZ,CAMPUS CAJAZEIRAS,True,0
COORDENACAO DO CENTRO DE DOCUMENTACAO-RE,CCD-RE,CG-RE,REITORIA,True,0
COORD CONTABILIDADE-JP,CCON-JP,DOF-JP,CAMPUS JOAO PESSOA,True,0
COORD DE TECNOLOGIA DA INFORMACAO-CB,CTI-CB,DAPF-CB,CAMPUS CABEDELO,True,0
COORD CONTRATOS-CB,CC-CB,DAPF-CB,CAMPUS CABEDELO,True,0
COORD DE FINANCAS E CONTABILIDADE-CB,CFC-CB,DAPF-CB,CAMPUS CABEDELO,True,0
COORDENACAO DE PESQUISA E EXTENSAO-CB,CPEX-CB,DAPF-CB,CAMPUS CABEDELO,True,0
DIR GERAL CATOLE DO ROCHA,DG-CR,IFPB,CAMPUS CATOLE DO ROCHA,True,0
DIR GERAL SANTA RITA,DG-SR,IFPB,CAMPUS SANTA RITA,True,0
DIR GERAL ESPERANCA,DG-ES,IFPB,CAMPUS ESPERANCA,True,0
DIR GERAL ITABAIANA,DG-IB,IFPB,CAMPUS ITABAIANA,True,0
DIR GERAL ITAPORANGA,DG-IT,IFPB,CAMPUS ITAPORANGA,True,0
ACESSORIA ESPECIAL DE CATOLÉ DO ROCHA - RE,AECR-RE,REITORIA,REITORIA,False,0
PRONATEC CAMPUS PRINCESA ISABEL,PRONATEC-PI,DDE-PI,CAMPUS PRINCESA ISABEL,False,0
ASSESSORIA ESPECIAL DO CAMPUS ITABAIANA - REITORIA,AECITA-RE,REITORIA,REITORIA,False,0
COMISSÃO DE LICITAÇÃO DE OBRAS E SERVIÇOS DE ENGENHARIA - REITORIA,COMLIOE-RE,COMISSOES-RE,REITORIA,False,0
COMPEC - CAMPUS JOÃO PESSOA,COMPEC-JP,DG-JP,CAMPUS JOÃO PESSOA,False,0
COORD ESTAGIO-PC,CE-PC,DDE-PC,CAMPUS PICUI,True,0
COORD EXTENSAO CULTURA-JP,COEXC-JP,DIPPGE-JP,CAMPUS JOAO PESSOA,True,0
COORDENACAO DE POS-GRADUACAO - JP,COPGRA-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
ASSISTENTE PRO-REITORIA ENSINO-RE,APRE-RE,PREN-RE,REITORIA,True,0
PRONATEC - CAMPUS CABEDELO,PRONATEC-CB,CPEX-CB,CAMPUS CABEDELO,False,0
COMISSÃO ELEITORAL CENTRAL - REITORIA,CEC-RE,CONSUPER,REITORIA,False,0
COMISSÃO ELEITORAL LOCAL - JP,CEL-JP,CEC-RE,REITORIA,False,0
COMISSÃO ELEITORAL  LOCAL - CG,CEL-CG,CEC-RE,REITORIA,False,0
COMISSÃO ELEITORAL LOCAL - SS,CEL-SS,CEC-RE,REITORIA,False,0
COMISSÃO ELEITORAL LOCAL - CZ,CEL-CZ,CEC-RE,REITORIA,False,0
COORDENACAO POS GRADUACAO PESQUISA - JP,CPPESQ-JP,DIPPGE-JP,CAMPUS JOAO PESSOA,True,0
COORDENAÇÃO DO CURSO SUPERIOR DE BACHARELADO EM ENGENHARIA CIVIL - CAMPUS CAJAZEIRAS,CBEC-CZ,UNIND-CZ,CAMPUS CAJAZEIRAS,False,2
NÚCLEO DE ATENDIMENTO AS PESSOAS COM NECESSIDADES ESPECÍFICAS - CAMPUS SOUSA,NAPNE-SS,DAE-SS,CAMPUS SOUSA,False,1
COMISSÃO PERMANENTE DE SINDICÂNCIA PROCESSOS ADMINISTRATIVOS DISCIPLINAR - REITORIA,COPSPAD-RE,COMISSOES-RE,REITORIA,False,3
Arquivo Setorial Gestão de Pessoas,ASGP-RE,DGEP-RE,REITORIA,False,1
Arquivo Setorial Gestão de Pessoas,ASGP-JP,DGDP-JP,CAMPUS JOÃO PESSOA,False,0
"COORDENAÇÃO DOS NÚCLEOS DE APRENDIZAGEM, MONITORIA E TUTORIA - CAMPUS CAMPINA GRANDE",NAPMT-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,1
COORDENAÇÃO DO CURSO DE LICENCIATURA EM EDUCAÇÃO FÍSICA - CAMPUS SOUSA,CCLEF-SS,DES-SS,CAMPUS SOUSA,False,6
COORDENAÇÃO DO CURSO TÉCNICO EM CONTROLE AMBIENTAL-  CAMPUS PRINCESA ISABEL,CCTCA-PI,DDE-PI,CAMPUS PRINCESA ISABEL,False,9
SETOR DE LICITAÇÕES - CAMPUS CABEDELO,SL-CB,CCCL-CB,CAMPUS CABEDELO,False,0
COORDENAÇÃO DE EDUCAÇÃO À DISTANCIA - CAMPUS CAJAZEIRAS,EAD-CZ,DDE-CZ,CAMPUS CAJAZEIRAS,False,0
COORD EXTENSAO TECNOLOGICA-RE,CET-RE,DEXTEC-JP,REITORIA,True,0
COORD AVALIAÇÃO PROJETOS-RE,CAP-RE,DPDI-RE,REITORIA,True,0
COORD TECNICO EDIFICACOES-GB,COTEDIF-GB,DDE-GB,CAMPUS GUARABIRA,True,0
DEPARTAMENTO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO-CAMPUS SOUSA,DTIC-SS,DAP-SS,CAMPUS SOUSA,False,6
PRONATEC-CAMPUS JP- UNIDADE REMOTA,PRONATEC-JP-UR,PRONATEC-JP,CAMPUS JOÃO PESSOA,False,0
COORDENAÇÃO DO CURSO SUPERIOR EM LICENCIATURA EM LETRAS - CAMPUS JOÃO PESSOA,CSLL-JP,UA4-JP,CAMPUS JOÃO PESSOA,False,0
DIR GERAL CAMPUS SANTA LUZIA-SL,DG-SL,IFPB,CAMPUS SANTA LUZIA,True,0
DIR CAMPUS AVANCADO SOLEDADE,DCSOL-SL,IFPB,REITORIA,True,0
DIR CAMPUS MANGABEIRA,DG-MB,IFPB,REITORIA,True,0
CAMPUS AVANCADO PEDRAS DE FOGO - RE,CAPF-PF,IFPB,REITORIA,True,0
COORD PLANEJAMENTO-MT,COPLAN-MT,DAPF-MT,CAMPUS MONTEIRO,True,0
DIRETORIA CAMPUS AVANCADO AREIA-AR,CAA-AR,IFPB,REITORIA,True,0
COORDENAÇÃO DE OBRAS E ENGENHARIA - CAMPUS JOÃO PESSOA,COE-JP,DAA-JP ,CAMPUS JOÃO PESSOA,False,0
COORDENAÇÃO DE CONTROLE DE ACESSO - CAMPUS JOÃO PESSOA,CCAC-JP,DAA-JP ,CAMPUS JOÃO PESSOA,False,0
NUCLEO TECNOLOGIA INFORMACAO-JP,NTI-JP,DG-JP,CAMPUS JOAO PESSOA,True,0
"COORD MANUTENCAO,TRANSPORTE SEGURANCA-MT",CMST-MT,DAPF-MT,CAMPUS MONTEIRO,True,0
COORD MANUT SEG TRANSPORTE-PC,CMST-PC,DAPF-PC,CAMPUS PICUI,True,0
COORDENAÇÃO DE DESENVOLVIMENTO PROFISSIONAL - CAMPUS JOÃO PESSOA,CDPROF-JP,DGDP-JP,CAMPUS JOÃO PESSOA,False,3
COORDENAÇÃO DE PROMOÇÃO SOCIAL E QUALIDADE DE VIDA - CAMPUS JOÃO PESSOA,CPSQV-JP,DGDP-JP,CAMPUS JOÃO PESSOA,False,4
AUDITORIA  - CAMPUS CAJAZEIRAS,AUDITORIA-CZ,CAMPUS-CZ,CAMPUS CAJAZEIRAS,False,2
AUDITORIA INTERNA - CAMPUS SOUSA,AUDINT-SS,DG-SS,CAMPUS SOUSA,False,0
COORD CURSO TEC. ADMINISTRACAO-CG,CCTA-CG,DDE-CG,CAMPUS CAMPINA GRANDE,True,0
ASSESSORIA ESPECIAL DE SANTA RITA - REITORIA,AESR-RE,REITORIA,REITORIA,False,0
COORDENAÇÃO DO CURSO SUPERIOR DE TECNOLOGIA EM GESTÃO E COMÉRCIO - CAMPUS GUARABIRA,CSTGC-GB,DDE-GB,CAMPUS GUARABIRA,False,2
COORDENAÇÃO DO CURSO TÉCNICO EM CONTABILIDADE - CAMPUS GUARABIRA,COTCON-GB,DDE-GB,CAMPUS GUARABIRA,False,1
COORDENAÇÃO DO CURSO TÉCNICO EM INFORMÁTICA - CAMPUS GUARABIRA,COTINF-GB,DDE-GB,CAMPUS GUARABIRA,False,2
COORDENAÇÃO DO CURSO TÉCNICO INTEGRADO EM EDIFICAÇÕES - CAMPUS GUARABIRA,COEDIF-GB,DDE-GB,CAMPUS GUARABIRA,False,2
CHEFIA DE GABINETE DO CAMPUS GUARABIRA,CGAB-GB,DG-GB,CAMPUS GUARABIRA,False,0
COORDENACAO DE EXTENSAO-CZ,CEX-CZ,DG-CZ,CAMPUS CAJAZEIRAS,True,0
COORDENACAO DE BIBLIOTECA-CZ,CB-CZ,DDE-CZ,CAMPUS CAJAZEIRAS,True,0
COORDENACAO DE ALMOXARIFADO-CZ,CAL-CZ,DAPF-CZ,CAMPUS CAJAZEIRAS,True,0
COORD NUC.ATEND. PNE-CZ,NAPNE-CZ,DG-CZ,CAMPUS CAJAZEIRAS,True,0
COORDENACAO DE CADASTRO E PAGAMENTO-CZ,CCP-CZ,CGP-CZ,CAMPUS CAJAZEIRAS,True,0
CURSO TECNICO EM MEIO AMBIENTE-PROEJA-CZ,CCTMA-CZ,UFGP-CZ,CAMPUS CAJAZEIRAS,True,0
COMISSAO PERMAN. CONCURSOS PUBLICOS-RE,COMPEC-RE,IFPB,REITORIA,True,0
APOIO LOGIST. TEC.OPERACIONAL-COMPEC-RE,ALTOP-RE,COMPEC-RE,REITORIA,True,0
COORD. SISTEMAS DE INFORMAÇÃO-COMPEC-RE,COSINF-RE,COMPEC-RE,REITORIA,True,0
ASSESSORIA ESPECIAL DO CAMPUS ITAPORANGA - REITORIA,AESITP-RE,REITORIA,REITORIA,False,0
CAMPUS AVANÇADO PEDRAS DE FOGO,CPF-PF,REITORIA,REITORIA,False,9
ASSES REL. INSTIT. E INTERNACIONAIS-RE,ASRII-RE,REITOR-RE,REITORIA,True,0
ASSESSOR ESPECIAL DA REITORIA-RE,ASESP-RE,IFPB,REITORIA,True,0
ASSESSORIA ESPECIAL CENTRO DE REFERENCIA DE SOLEDADE - REITORIA,AES-RE,REITORIA,REITORIA,False,0
CENTRO DE REFERÊNCIA DE AREIA - REITORIA,CRAREIA-RE,REITORIA,REITORIA,False,0
DIREÇÃO GERAL DO CAMPUS SANTA LUZIA - REITORIA,DG-SL (ANTIGO),REITORIA,REITORIA,False,0
CENTRO DE REFERENCIA DE MANGABEIRA - REITORIA,AEM-RE,REITORIA,REITORIA,False,0
ASSESSORIA ESPECIAL CAMPUS DE ESPERANCA-RE,AECES-RE,REITORIA,REITORIA,False,0
COORDENAÇÃO DE COMUNICAÇÃO SOCIAL - CAMPUS CAJAZEIRAS,CCS-CZ,GDG-CZ,CAMPUS CAJAZEIRAS,False,0
COORDENAÇÃO DE EXTENSÃO - CAMPUS CAJAZEIRAS,CE-CZ,DG-CZ,CAMPUS CAJAZEIRAS,False,1
"SECRETARIA DA DIRETORIA DE ADMINISTRAÇÃO, PLANEJAMENTO E FINANÇAS - CAMPUS CAJAZEIRAS",SECDAP-CZ,DAPF-CZ,CAMPUS CAJAZEIRAS,False,0
COORDENAÇÃO DE CADASTRO E PAGAMENTO - CAMPUS CAJAZEIRAS,CCP-CZ,DAPF-CZ,CAMPUS CAJAZEIRAS,False,0
COORDENAÇÃO DE ALMOXARIFADO - CAMPUS CAJAZEIRAS,ALMOXARIFADO-CZ,DAPF-CZ,CAMPUS CAJAZEIRAS,False,1
COORDENAÇÃO DE DIÁRIAS E PASSAGENS - CAMPUS CAJAZEIRAS,SCDP-CZ,DAPF-CZ,CAMPUS CAJAZEIRAS,False,1
SECRETARIA DA DIRETORIA DE DESENVOLVIMENTO DE ENSINO - CAMPUS CAJAZEIRAS,SDDE-CZ,DDE-CZ,CAMPUS CAJAZEIRAS,False,0
COORDENAÇÃO DE RECURSOS AUDIOVISUAIS - CAMPUS CAJAZEIRAS,CRA-CZ,DDE-CZ,CAMPUS CAJAZEIRAS,False,2
COORDENAÇÃO DO PROEJA - CAMPUS CAJAZEIRAS,PROEJA-CZ,DDE-CZ,CAMPUS CAJAZEIRAS,False,1
"DIRETORIA DE COMPRAS, CONTRATOS E LICITAÇÕES - REITORIA",DCCL-RE,PRAF-RE,REITORIA,False,8
DIRETORIA DE COMUNICACAO SOCIAL-REITORIA,DS-RE,REITORIA,REITORIA,False,0
COORD COMPRAS CONTRATOS-PC,CCC-PC,DAPF-PC,CAMPUS PICUI,True,0
COORD BIBLIOTECA-PC,COBI-PC,DDE-PC,CAMPUS PICUI,True,0
ASSESSOR ADM. DOS CAMPUS E CENTROS I-RE,AACC1-RE,REITOR-RE,REITORIA,True,0
COORD CONTABILIDADE-RE,CCON-RE,DFINC-RE,REITORIA,True,0
COORD. CIENCIAS NATUREZA-JP,COCIEN-JP,UA-IV-JP,CAMPUS JOAO PESSOA,True,0
COORD ASSUNTOS ESTUDANTIS-RE,CAEST-RE,DAEST-RE,REITORIA,True,0
"DIR. COMPRAS, CONT. LICITACOES-RE",DCCL-RE,PRAF-RE,REITORIA,True,0
DIR DE ORCAMENTO-PRAP-RE,DEOR-RE,PRAF-RE,REITORIA,True,0
COORDENACAO EXECUCAO ORCAMENTARIA-RE,COEXOR-RE,DEOR-RE,REITORIA,True,0
DIRETORIA DE FINANÇAS E CONTABILIDADE - REITORIA,DFINCON-RE,PRAF-RE,REITORIA,False,0
DIRETORIA DE ORÇAMENTO - REITORIA,DOR-RE,PRAF-RE,REITORIA,False,5
COORDENACAO DE EXECUÇÃO ORÇAMENTÁRIA-REITORIA,COEXOR-RE,DOR-RE,REITORIA,False,0
COORDENAÇÃO DE SERVIÇOS GERAIS - REITORIA,CSG-RE,DCML-RE,REITORIA,False,0
COORDENAÇÃO DE LICITAÇÃO BENS MÓVEIS - REITORIA,CLBM-RE,DCCL-RE,REITORIA,False,0
COORDENAÇÃO DE FISCALIZAÇÃO DE CONTRATOS - REITORIA,CFC-RE,DCCL-RE,REITORIA,False,1
COORDENAÇÃO DE MATEMÁTICA E SUAS TECNOLOGIAS - UA04 - CAMPUS JOÃO PESSOA,CMT-JP,UA4-JP,CAMPUS JOÃO PESSOA,False,1
SETOR DE COMPRAS - CAMPUS CABEDELO,SCOMPRAS-CB,CCCL-CB,CAMPUS CABEDELO,False,0
COORDENAÇÃO DO PROEJA - CAMPUS CABEDELO,PROEJA-CB,DDE-CB,CAMPUS CABEDELO,False,1
ASSESSOR ESPECIAL DA REITORIA - RE,ASPE-RE,REITOR-RE,REITORIA,True,0
COORD. EXEC ORCAMENTARIA FINANCEIRA-GB,CEOF-GB,DAPF-GB,CAMPUS GUARABIRA,True,0
CHEFE GABINETE DIRECAO GERAL-PT,CGAB-PT,DG-PT,CAMPUS PATOS,True,0
SECRETARIA PRODI-RE,SEPRODI-RE,DPDI-RE,REITORIA,True,0
COORD. ADM. MAT.REC. PATRIMONIAIS-PC,CAMARP-PC,DAPF-PC,CAMPUS PICUI,True,0
COORDENACAO DE PRODUCAO AUDIOVISUAL-RE,COPAUD-RE,PREN-RE,REITORIA,True,0
DIR INOVACAO TECNOLOGICA-RE,DITEC-RE,PROPIPG-RE,REITORIA,True,0
DEPTO LEGISLACAO DEMANDA EXTERNAS -RE,DLEGIS-RE,DGEP-RE,REITORIA,True,0
ASSESSOR ADM CAMPUS CENTROS EDU PROF-RE,AACC-RE,REITOR-RE,REITORIA,True,0
COORDENAÇÃO DE APOIO ACADÊMICO - CAMPUS CAMPINA GRANDE,CAA-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,4
POLO DE EDUCAÇÃO A DISTÂNCIA - CAMPUS CABEDELO,PEAD-CB,DDE-CB,CAMPUS CABEDELO,False,0
POLO DE EDUCAÇÃO A DISTÂNCIA - CAMPUS JOÃO PESSOA,PEAD-JP,DDE-JP,CAMPUS JOÃO PESSOA,False,0
POLO DE EDUCAÇÃO A DISTÂNCIA - CAMPUS MONTEIRO,PEAD-MT,DDE-MT,CAMPUS MONTEIRO,False,0
POLO DE EDUCAÇÃO A DISTÂNCIA - CAMPUS PICUÍ,PEAD-PC,DDE-PC,CAMPUS PICUÍ,False,0
POLO DE EDUCAÇÃO A DISTÂNCIA - CAMPUS PATOS,PEAD-PT,DDE-PT,CAMPUS PATOS,False,0
POLO DE EDUCAÇÃO A DISTÂNCIA - CAMPUS  CAMPINA GRANDE,PEAD-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,1
POLO DE EDUCAÇÃO A DISTÂNCIA - CAMPUS CAJAZEIRAS,PEAD-CZ,DDE-CZ,CAMPUS CAJAZEIRAS,False,0
POLO DE EDUCAÇÃO A DISTÂNCIA - CAMPUS GUARABIRA,PEAD-GB,DDE-GB,CAMPUS GUARABIRA,False,0
POLO DE EDUCAÇÃO A DISTÂNCIA - CAMPUS SOUSA,PEAD-SS,DDE-SS,CAMPUS SOUSA,False,0
POLO DE EDUCAÇÃO A DISTÂNCIA - CAMPUS PRINCESA ISABEL,PEAD-PI,DDE-PI,CAMPUS PRINCESA ISABEL,False,0
