nome,sigla,superior.sigla,unidade_organizacional.nome,is_siape,total_servidores
POLO DE INOVAÇÃO DO IFPB - REITORIA,POLOIFPB-RE,REITORIA,REITORIA,False,4
COORD ESTAGIOS-ESPERANCA,COEST-ES,DDE-ES,CAMPUS ESPERANCA,True,0
COORD PESQUISA INOVACAO-ITB,CPEIN-ITB,DAP-IB,CAMPUS ITABAIANA,True,0
COORDENACAO DE PESQUISA E INOVACAO - CAMPUS ITABAIANA,COPI-IB,DG-IB,CAMPUS ITABAIANA,False,1
COORDENACAO DE EXTENSAO E CULTURA - CAMPUS ITABAIANA,CEXC-IB,DG-IB,CAMPUS ITABAIANA,False,1
GABINETE MÉDICO - CAMPUS GUARABIRA,GABMED-GB,COPAE-GB,CAMPUS GUARABIRA,False,1
COMISSAO PERMANENTE DE APURACAO DE FATOS - CAMPUS GUARABIRA,COMPAF-GB,DAPF-GB,CAMPUS GUARABIRA,False,0
NUCLEO ACERVO PATRIMONIO INSTRUMENTAL-JP,NAPI-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
NUCLEO LING CULT ESTUDOS LINGUISTICOS-CB,NUCLI-CB,DG-CB,CAMPUS CABEDELO,True,0
NUCLEO ASSUNTOS INTERNACIONAIS-CB,NAI-CB,DG-CB,CAMPUS CABEDELO,True,0
COORD PROJETOS ESPECIAIS DEAD,CPEEAD-RE,DEDPE-RE,REITORIA,True,0
DIR DESENVOLVIMENTO ENSINO - SL,DDE-SL,DG-SL,CAMPUS SANTA LUZIA,True,0
Conselho Disciplinar - Campus Monteiro,CDIS-MT,DDE-MT,CAMPUS MONTEIRO,False,0
COORD ACOES INCLUSIVAS-RE,CAI-RE,DPGEST-RE,REITORIA,True,0
COORD PESQUISA EXTENSAO-SL,COPEX-SL,DDE-SL,CAMPUS SANTA LUZIA,True,0
COORD PEDAGOGICA - SL,COPED-SL,DDE-SL,CAMPUS SANTA LUZIA,True,0
COORD TURNO- ITAP,COTUR,DG-IT,CAMPUS ITAPORANGA,True,0
COORD MULTIMEIOS - JP,COMULT-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
DIRETORIA DE DESENVOLVIMENTO DO ENSINO DO CAMPUS SANTA LUZIA - REITORIA,DDE-SL(ANTIGO),DG-SL (ANTIGO),REITORIA,False,0
COORDENAÇÃO PEDAGÓGICA E DE APOIO AO ESTUDANTE - CAMPUS SANTA LUZIA,COPAE-SL,DDE-SL(ANTIGO),REITORIA,False,0
COORDENACAO DE GESTAO DE PESSOAS E CHEFIA DE GABINETE - CAMPUS ITABAIANA,CGP-IB,DG-IB,CAMPUS ITABAIANA,False,1
COORDENAÇÃO DE AÇÕES INCLUSIVAS-RE,CAI-RE,PRAE-RE,REITORIA,False,2
"COORD CAMPRAS, CONTRATOS LICITACOES-SL",CCCL-SL,DAP-SL,CAMPUS SANTA LUZIA,True,0
COORD. NAPNE,CNAPNE-SS,DAE-SS,CAMPUS SOUSA,True,0
DEPTO DE SUPRIMENTOS-SS,DS-SS,DAP-SS,CAMPUS SOUSA,True,0
COORD. C. TEC EM AGROINDUSTRIA,CCTAGI,DEP-SS,CAMPUS SOUSA,True,0
CONTRATOS - CAMPUS GUARABIRA,CONTRATOS-GB,DAPF-GB,CAMPUS GUARABIRA,False,1
COORD NUCLEO DESENV PESSOAS-CR,CONDP-CR,CGEP-CR,CAMPUS CATOLE DO ROCHA,True,0
COMISSÃO PERMANENTE DE INSALUBRIDADE E PERICULOSIDADE,CPIP-RE,DGEP-RE,REITORIA,False,0
NAPNE - NUCLEO DE ATENDIMENTO AS PESSOAS COM NECESSIDADES EDUC. ESPECÍFICAS - CAMPUS ITABAIANA,NAPNE-IB,CPAE-IB,CAMPUS ITABAIANA,False,2
COMISSÃO PERMANENTE DE AVALIAÇÃO DE DOCUMENTOS DE ARQUIVO - REITORIA,CPADA-RE,COMISSOES-RE,REITORIA,False,0
COMISSAO ELEITORAL LOCAL - CAMPUS CAJAZEIRAS,C_ELEITORAL-CZ,CAMPUS-CZ,CAMPUS CAJAZEIRAS,False,0
COORD GESTAO PESSOAS-ITB,CGP-ITB,DAP-IB,CAMPUS ITABAIANA,True,0
Comissão Elab Acomp Exec Plano Politica Amb Gerenciamento Integ Residuos Sólidos - Campus Cajazeiras,CPGIRS-CZ,DG-CZ,CAMPUS CAJAZEIRAS,False,0
NUCLEO LING CULTURA E EST LINGUISTICOS - CAMPUS CABEDELO,NUCLI-CB,DG-CB,CAMPUS CABEDELO,False,1
NUCLEO DE ASSUNTOS INTERNACIONAIS - CAMPUS CABEDELO,NAI-CB,DG-CB,CAMPUS CABEDELO,False,1
COORDENACAO DE TURNO - CAMPUS ITAPORANGA,CT-IP,DDE-IP,CAMPUS ITAPORANGA,False,0
COORD NUCLEO ASSUNTOS INTERNACIONAIS-JP,CONAI-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
ASSESSOR ESP CENT REFª PEDRA FOGO-RE,AECRPF-RE,,,True,0
DEP INOV.POS GRAD PESQ EXT -JP,DIPPGE-JP,DG-JP,CAMPUS JOAO PESSOA,True,0
COORD ASSISTENCIA ESTUDANTIL - RE,CAEST-RE,PRAE-RE,REITORIA,True,0
COORD CULTURA -CC,CCULT-CC,COEN-CC,REITORIA,True,0
Assessoria Especial para Inovação e Empreendedorismo-RE,ASSESPIEMP-RE,GAB-RE,REITORIA,False,1
COORDENAÇÃO DE EXECUÇÃO FINANCEIRA - CAMPUS CATOLÉ DO ROCHA,CEFIN-CR,DAPF-CR,CAMPUS CATOLÉ DO ROCHA,False,1
COORDENAÇÃO DE PATRIMÔNIO E LOGÍSTICA - CAMPUS CATOLÉ DO ROCHA,CPL-CR,DAPF-CR,CAMPUS CATOLÉ DO ROCHA,False,1
Comissão Permanente de Sindicâncias e Processos Administrativos Disciplinares,COPSPAD,REITORIA,REITORIA,False,0
COORD EXECUTIVA DESENV PESSOAS - RE,CEDP-RE,DDP-RE,REITORIA,True,0
COORD PESSOAS NECES EDUC ESPECIFICAS-GB,CNPNED-GB,DDE-GB,CAMPUS GUARABIRA,True,0
COORDENACAO GERAL DE ENSINO,CGE-CR,DDE-CR,CAMPUS CATOLÉ DO ROCHA,False,1
COORDENACAO DO CURSO DE EDIFICACOES,COEDIFIC-CR,COEDIF-CR,CAMPUS CATOLÉ DO ROCHA,False,0
COORD CURSO SUPERIOR DE BACHARELADO EM ENGENHARIA MECÂNICA - CAMPUS JP,CCSBEM-JP,UA3-JP,CAMPUS JOÃO PESSOA,False,1
Núcleo de Capacitação e Qualificação,NCQ-RE,DDP-RE,REITORIA,False,0
NÚCLEO DE AVALIAÇÃO DE DESEMPENHO - DDP- REITORIA,NAD-DDP-RE,DDP-RE,REITORIA,False,0
Coordenação Executiva de Desenvolvimento de Pessoas,CEDP-RE,DDP-RE,REITORIA,False,0
COORDENAÇÃO DE AUDIOVISUAL E MULTIMEIOS - CAMPUS JOÃO PESSOA,CAUDIOM-JP,CGDG-JP,CAMPUS JOÃO PESSOA,False,6
COORD. CURSO TÉCNICO SEGURANÇA NO TRABALHO - CAMPUS PATOS,CTST-PT,DDE-PT,CAMPUS PATOS,False,3
NÚCLEO DE TECNOLOGIA DA INFORMAÇÃO - CAMPUS ITABAIANA,NTI-IB,DG-IB,CAMPUS ITABAIANA,False,1
NÚCLEO DE CONTROLE ACADÊMICO - CAMPUS ITABAIANA,NCA-IB,DDE-IB,CAMPUS ITABAIANA,False,0
NÚCLEO DE BIBLIOTECA - CAMPUS ITABAIANA,NB-IB,DDE-IB,CAMPUS ITABAIANA,False,1
NÚCLEO DE ALMOXARIFADO E PATRIMÔNIO - CAMPUS ITABAIANA,NAP-IB,DAPF-IB,CAMPUS ITABAIANA,False,1
NÚCLEO DE EXECUÇÃO ORÇAMENTÁRIA E FINANCEIRA - CAMPUS ITABAIANA,NEOF-IB,DAPF-IB,CAMPUS ITABAIANA,False,0
COORD PATRIMONIO LOGISTICA-CR,COPAL-CR,DAP-CR,CAMPUS CATOLE DO ROCHA,True,0
COORD ORCAMENTO PLANEJAMENTO-CR,COPLA-CR,DAP-CR,CAMPUS CATOLE DO ROCHA,True,0
COORD PROGRAMA PÓS-GRADUAÇÃO TECNOL INFORMAÇÃO - CAMPUS JOÃO PESSOA,CPPGTI-JP,UA2-JP,CAMPUS JOÃO PESSOA,False,2
COORDENAÇÃO DE CONTABILIDADE - REITORIA,CCONT-RE,DFIN-RE,REITORIA,False,6
Comissão de Elaboração do PDTIC,CEPDTIC-RE,COMISSOES-RE,REITORIA,False,0
COORD CONTROLE ACADEMICO - SR,COCAC-SR,DDE-SR,CAMPUS SANTA RITA,True,0
COORD CONTROLE ACADEMICO - CC,CCA-CC,DCACC-CC,REITORIA,True,0
"DIRETORIA DE ADMINISTRAÇÃO, PLANEJAMENTO E FINANÇAS - CAMPUS SANTA LUZIA - REITORIA",DAPF-SL(ANTIGO),DG-SL (ANTIGO),REITORIA,False,0
COORDENACAO DE LICENCIATURA EM MATEMÁTICA - CAMPUS JOÃO PESSOA,CLM-JP,UA4-JP,CAMPUS JOÃO PESSOA,False,1
SETOR DE CONTABILIDADE - CAMPUS GUARABIRA,CONT-GB,DAPF-GB,CAMPUS GUARABIRA,False,0
COORDENAÇÃO DE PESQUISA E EXTENSÃO excluido - CAMPUS SANTA LUZIA,COPEX-SL,DDE-SL(ANTIGO),REITORIA,False,0
COORD ACOMP FINANC ASSIS ESTUDANTIL-RE,CAFAE-RE,PRAE-RE,REITORIA,False,1
INCUBADORA TECNOLÓGICA DE EMPREENDIMENTOS SOLIDÁRIOS - IFPB - REITORIA,INCUTES-RE,DEXPR-RE,REITORIA,False,0
COORDENAÇÃO DE CULTURA DA PREX - REITORIA,CCULT-RE,DCULT-RE,REITORIA,False,0
"NÚCLEO DE LÍNGUAS, CULTURA E ESTUDOS LINGUÍSTICOS - CAMPUS JOÃO PESSOA",NUCLI-JP,DG-JP,CAMPUS JOÃO PESSOA,False,1
Protocolo Virtual da Reitoria,PV-RE,REITORIA,REITORIA,False,0
Protocolo Virtual do Campus Cabedelo,PV-CB,CAMPUS-CB,CAMPUS CABEDELO,False,0
Protocolo Virtual do Campus Avançado de Cabedelo-Centro,PV-CC,CAMPUS-CC,REITORIA,False,0
Protocolo Virtual do Campus Campina Grande,PV-CG,CAMPUS-CG,CAMPUS CAMPINA GRANDE,False,0
Protocolo Virtual do Campus Catolé do Rocha,PV-CR,CAMPUS-CR,CAMPUS CATOLÉ DO ROCHA,False,0
Protocolo Virtual do Campus Cajazeiras,PV-CZ,CAMPUS-CZ,CAMPUS CAJAZEIRAS,False,0
Protocolo Virtual do Campus Esperança,PV-ES,CAMPUS-ES,CAMPUS ESPERANÇA,False,0
Protocolo Virtual do Campus Guarabira,PV-GB,CAMPUS-GB,CAMPUS GUARABIRA,False,0
Protocolo Virtual do Campus Itabaiana,PV-IB,CAMPUS-IB,CAMPUS ITABAIANA,False,0
Protocolo Virtual do Campus Itaporanga,PV-IP,CAMPUS-IP,CAMPUS ITAPORANGA,False,0
Protocolo Virtual do Campus João Pessoa,PV-JP,CAMPUS-JP,CAMPUS JOÃO PESSOA,False,0
Protocolo Virtual do Campus Monteiro,PV-MT,CAMPUS-MT,CAMPUS MONTEIRO,False,0
Protocolo Virtual do Campus Picuí,PV-PC,CAMPUS-PC,CAMPUS PICUÍ,False,0
Protocolo Virtual do Campus Princesa Isabel,PV-PI,CAMPUS-PI,CAMPUS PRINCESA ISABEL,False,0
Protocolo Virtual do Campus Patos,PV-PT,CAMPUS-PT,CAMPUS PATOS,False,0
Protocolo Virtual do Campus Santa Rita,PV-SR,CAMPUS-SR,CAMPUS SANTA RITA,False,0
Protocolo Virtual do Campus Sousa,PV-SS,CAMPUS-SS,CAMPUS SOUSA,False,0
Protocolo Virtual do Campus Areia,PV-AR,REITORIA,REITORIA,False,0
Protocolo Virtual do Campus Soledade,PV-SOL,REITORIA,REITORIA,False,0
Protocolo Virtual do Campus Mangabeira,PV-MB,REITORIA,REITORIA,False,0
Protocolo Virtual do Campus Santa Luzia,PV-SL(EXCLUIDO),REITORIA,REITORIA,False,0
COMISSÃO DO CONSELHO DISCIPLINAR - CAMPUS ITABAIANA,CDCI-IB,DG-IB,CAMPUS ITABAIANA,False,0
COORDENAÇÃO DO NÚCLEO DE ASSUNTOS INTERNACIONAIS - CAMPUS JOÃO PESSOA,CNAI-JP,DG-JP,CAMPUS JOÃO PESSOA,False,1
COORDENAÇÃO DE CULTURA - CABEDELO CENTRO - RE,CCULT-CACC-RE,DCACC-RE,REITORIA,False,0
COORDENAÇÃO DO CURSO TÉCNICO EM ELETRÔNICA - CAMPUS PICUÍ,CCTELET-PC,DDE-PC,CAMPUS PICUÍ,False,0
"COORDENAÇÃO DE PESQUISA, EXTENSÃO E INOVAÇÃO TECNOLÓGICA - CAMPUS SANTA LUZIA",COPEX-SL,DDE-SL(ANTIGO),REITORIA,False,0
COORD. DE ENG. DE CONTROLE E AUTOMAÇÃO,CECA-CZ,DDE-CZ,CAMPUS CAJAZEIRAS,True,0
COMISSÃO ELEITORAL LOCAL - GB,CEL-GB,CEC-RE,REITORIA,False,0
COMISSÃO DE EVENTOS - CAMPUS ITABAIANA,C-EVENTOS-IB,DG-IB,CAMPUS ITABAIANA,False,0
COMISSÃO DE RECURSOS CONTRA O EDITAL 148/2018 - DOCENTE,COMRCED-RE,COMISSOES-RE,REITORIA,False,0
DIRETORIA TECNOLÓGICA DO POLO DE INOVAÇÃO JOÃO PESSOA,DTECPO-RE,POLOIFPB-RE,REITORIA,False,2
COORDENAÇÃO DE OPERAÇÕES DO POLO DE INOVAÇÃO JOÃO PESSOA,COPINJP-RE,DTECPO-RE,REITORIA,False,0
COORDENAÇÃO DE INFRAESTRUTURA DO POLO DE INOVAÇÃO JOÃO PESSOA,INFPIJP-RE,DTECPO-RE,REITORIA,False,1
COORDENAÇÃO DE FORMAÇÃO GERAL CAMPUS AVANÇADO CABEDELO CENTRO - REITORIA,COFOG-CC-RE,COEN-CC-RE,REITORIA,False,1
SETOR DE FISCALIZAÇÃO DE CONTRATOS - CAMPUS CABEDELO,FISCALIZACAO-CB,DAPF-CB,CAMPUS CABEDELO,False,0
COORDENACAO DE ESTAGIO-SL,CE-SL,DDE-SL,CAMPUS SANTA LUZIA,True,0
COORDENAÇÃO DE CONTRATOS ADMINISTRATIVOS - CAMPUS PATOS,CCAD-PT,DAPF-PT,CAMPUS PATOS,False,1
COORDENAÇÃO DE ESTÁGIO - CAMPUS SANTA LUZIA,CE-SL(ANTIGO),DDE-SL(ANTIGO),REITORIA,False,0
COORDENAÇÃO DE TRANSPORTES - CAMPUS PATOS,COTRAN-PT,DAPF-PT,CAMPUS PATOS,False,0
SECRETARIA DDE - CABEDELO,SECDDE-CB,DDE-CB,CAMPUS CABEDELO,True,0
CURSO SUPERIOR DE BACHARELADO EM ENGENHARIA DE CONTROLE E AUTOMAÇÃO - CAMPUS CAJAZEIRAS,CSBECA-CZ,UNIND-CZ,CAMPUS CAJAZEIRAS,False,1
COMISSÃO ADMINISTRATIVA PERMANENTE DE APURAÇÃO DE FATOS - CAMPUS PICUÍ,CAPAF-PC,DG-PC,CAMPUS PICUÍ,False,0
CURSO DE BACHARELADO EM ENGENHARIA CIVIL  - CAMPUS JOÃO PESSOA,CBEC-JP,UA1-JP,CAMPUS JOÃO PESSOA,False,2
NÚCLEO DE ADMINISTRAÇÃO E PLANEJAMENTO - DEAD/REITORIA,NAPEAD-RE,DEAD-RE,REITORIA,False,0
NÚCLEO DE DESENVOLVIMENTO DE RECURSOS DIDÁTICOS - REITORIA,NRDEAD-RE,DEAD-RE,REITORIA,False,0
NÚCLEO DE TRANSPARÊNCIA E CONTROLE DA EaD - REITORIA,NTCEAD-RE,DEAD-RE,REITORIA,False,0
NÚCLEO DE DESENVOLVIMENTO DE SISTEMAS PARA EaD - REITORIA,NDSEAD-RE,DEAD-RE,REITORIA,False,0
NÚCLEO DE DESENVOLVIMENTO DA EaD - REITORIA,NDEAD-RE,DEAD-RE,REITORIA,False,0
NÚCLEO DE CAPACITAÇÃO EM EaD - REITORIA,NCEAD-RE,DEAD-RE,REITORIA,False,0
COORDENAÇÃO DO CURSO DE ESPECIALIZAÇÃO EM ENSINO DE MATEMÁTICA - CAMPUS CAMPINA GRANDE,CCEM-CG,DDE-CG,CAMPUS CAMPINA GRANDE,False,1
COMISSÃO REGIMENTUINTE - CAMPUS CAMPINA GRANDE,C_REGIMENTO-CG,CAMPUS-CG,CAMPUS CAMPINA GRANDE,False,0
NÚCLEO DE QUALIDADE DE VIDA E PROMOÇÃO À SAÚDE - CAMPUS MONTEIRO,NQVPS-MT,DAPF-MT,CAMPUS MONTEIRO,False,0
NÚCLEO DE ESTÁGIO E RELAÇÕES EMPRESARIAIS - CAMPUS ITABAIANA,NEST-IB,DDE-IB,CAMPUS ITABAIANA,False,1
COORDENAÇÃO DE DIÁRIAS E PASSAGENS - CAMPUS GUARABIRA,SCDP-GB,DAPF-GB,CAMPUS GUARABIRA,False,0
COORDENACAO DE CONTROLE ACADEMICO-ITP,CCA-ITP,DDE-IT,CAMPUS ITAPORANGA,True,0
PROGRAMA DE ACOMPANHAMENTO DE EGRESSOS - CAMPUS ITABAIANA,PAE-IB,DG-IB,CAMPUS ITABAIANA,False,0
COMISSÃO DE APOIO LOGÍSTICO A PROCEDIMENTO LICITATÓRIO - III SIMPIF - REITORIA,CALPL-SIMPIF-RE,COMISSOES-RE,REITORIA,False,0
COORD MESTRADO PROFISSIONAL EM TI - JP,PPGTI,UA-II-JP,CAMPUS JOAO PESSOA,True,0
COORD CURSO INFORMATICA - SL,COINF-SL,DDE-SL,CAMPUS SANTA LUZIA,True,0
DEPARTAMENTO LOGISTICA - JP,DELOG-JP,DAPF-JP,CAMPUS JOAO PESSOA,True,0
DIRETORIA DE CULTURA-RE,DCULT-RE,PROEXC-RE,REITORIA,True,0
COORD ANALISE CONFORM DOCUMENTAL-RE,COADOC-RE,DFIN-RE,REITORIA,False,1
COORD. EXECUCAO FOLHA PAGAMENTO-RE,COEXFOP-RE,DFIN-RE,REITORIA,False,1
Coordenação de Execução Financeira,CEF-RE,DFIN-RE,REITORIA,False,1
COORDENADOR REGISTROS CONTABEIS-RE,CORCON-RE,DFIN-RE,REITORIA,False,0
PROGRAMA DE PÓS-GRADUAÇÃO EM ENSINO DE LÍNGUA PORTUGUESA 2a LINGUA PARA SURDOS - CAMPUS JOÃO PESSOA,PPGELPS-JP,COPG-JP,CAMPUS JOÃO PESSOA,False,1
PÓS-GRADUAÇÃO DE LÍNGUAS ESTRANGEIRAS MODERNAS - CAMPUS CABEDELO,PGLEM-CB,DDE-CB,CAMPUS CABEDELO,False,1
COORD.CURSO ESPECIALIZAÇÃO ENSINO CIÊNCIAS E MATEMÁTICA - EAD- CAMPUS PATOS,CCEECM-EAD-PT,DDE-PT,CAMPUS PATOS,False,0
COORD.CURSO DE ESPECIALIZAÇÃO EM LIBRAS - EAD - CAMPUS PATOS,CELIBRAS-EAD-PT,DDE-PT,CAMPUS PATOS,False,0
COMISSÃO DE AVAL. DOCUMENT. ANÁLISE CURRIC. JULG. REC. DISCENTES E PROF. EAD2019 - REITORIA,CADDP-EAD_19-RE,COMISSOES-RE,REITORIA,False,0
NÚCLEO DE FORMAÇÃO GERAL - CAMPUS SANTA RITA,NFG-SR,DDE-SR,CAMPUS SANTA RITA,False,12
COORDENAÇÃO DO CURSO DE INFORMÁTICA - CAMPUS SANTA LUZIA,COINF-SL,DDE-SL(ANTIGO),REITORIA,False,0
COORDENAÇÃO DO CURSO SUPERIOR DE LICENCIATURA EM CIÊNCIAS BIOLÓGICAS - CAMPUS PRINCESA ISABEL,CCSLCB-PI,DDE-PI,CAMPUS PRINCESA ISABEL,False,8
COORDENAÇÃO DE COMPRAS E LICITAÇÕES - CAMPUS CABEDELO,CCL-CB,DAPF-CB,CAMPUS CABEDELO,False,2
COORDENAÇÃO DE CONTRATOS - CAMPUS CABEDELO,CC-CB,DAPF-CB,CAMPUS CABEDELO,False,1
"DEPARTAMENTO DE LOGISTACA, OBRAS E MANUTENÇÃO-CAMPUS SOUSA",DLOM-SS,DAP-SS,CAMPUS SOUSA,False,4
COORDENAÇÃO DE SEGURANÇA E TRANSPORTE-CAMPUS SOUSA,CST-SS,DLOM-SS,CAMPUS SOUSA,False,3
DEPARTAMENTO DE SUPRIMENTOS-CAMPUS SOUSA,DS-SS,DAP-SS,CAMPUS SOUSA,False,5
COMUNICAÇÃO SOCIAL-CAMPUS SOUSA,COMS-SS,GAB-SS,CAMPUS SOUSA,False,3
"Comitê de Governança, Integridade, Riscos e Controle - REITORIA",CGIRC-RE,COMISSOES-RE,REITORIA,False,1
COMITÊ DE GESTÃO DE INTEGRIDADE - REITORIA,CGI-RE,COMISSOES-RE,REITORIA,False,0
COORDENAÇÃO DE ALIMENTAÇÃO E NUTRIÇÃO-CAMPUS SOUSA,CAN-SS,DAE-SS,CAMPUS SOUSA,False,2
COORDENAÇÃO BIBLIOTECA-CAMPUS SOUSA,COOBI-SS,DAE-SS,CAMPUS SOUSA,False,1
COORDENAÇÃO DE RESIDENCIAS ESTUDANTIS-CAMPUS SOUSA,CRE-SS,DAE-SS,CAMPUS SOUSA,False,0
COORDENAÇÃO DE DESENVOLVIMENTO DE PESSOAS-CAMPUS SOUSA,CDP-SS,DGDP-SS,CAMPUS SOUSA,False,0
COORDENAÇÃO DE PAGAMENTO E ADMINISTRAÇÃO DE PESSOAS-CAMPUS SOUSA,CPAP-SS,DGDP-SS,CAMPUS SOUSA,False,1
COORDENAÇÃO DE GERENCIAMENTO E MANUTENÇÃO DE REDES E SOFTWARES-CAMPUS SOUSA,CGMRS-SS,DTIC-SS,CAMPUS SOUSA,False,0
COORDENAÇÃO DE MANUTENÇÃO DE INFORMATICA E DEMULTIMÍDIAS E SUPORTE AO USUARIO-CAMPUS SOUSA,CMIMSU-SS,DTIC-SS,CAMPUS SOUSA,False,0
SECRETARIA DA DIREÇÃO DE ADMINISTRAÇÃO E FINANÇAS-CAMPUS SOUSA,SECDAP-SS,DAP-SS,CAMPUS SOUSA,False,0
COORDENAÇÃO DE CONTRATOS E CONVENIOS-CAMPUS SOUSA,CCCONV-SS,DS-SS,CAMPUS SOUSA,False,1
COORDENAÇÃO DE PÓS GRADUAÇÃO-CAMPUS SOUSA,CPG-SS,DES-SS,CAMPUS SOUSA,False,1
COORDENAÇÃO DE COOPERATIVA ESCOLA-CAMPUS SOUSA,COOCE-SS,DPPE-SS,CAMPUS SOUSA,False,0
COORDENAÇÃO DE EXTENSÃO-CAMPUS SOUSA,COOEXT-SS,DPPE-SS,CAMPUS SOUSA,False,1
COORDENAÇÃO DE PESQUISA-CAMPUS SOUSA,COOPESQ-SS,DPPE-SS,CAMPUS SOUSA,False,1
COORDENAÇÃO DE PRODUÇÃO-CAMPUS SOUSA,COOPROD-SS,DPPE-SS,CAMPUS SOUSA,False,1
SECRETARIA DDE-CAMPUS SOUSA,SECDDE-SS,DDE-SS,CAMPUS SOUSA,False,0
ASSESSORIA JURIDICA-CAMPUS SOUSA,ASSEJUR-SS,DG-SS,CAMPUS SOUSA,False,0
COMITÊ DE ETICA-CAMPUS SOUSA,CE-SS,DG-SS,CAMPUS SOUSA,False,0
CHEFIA DE CERIMONIAL E EVENTOS-CAMPUS SOUSA,CCE-SS,DG-SS,CAMPUS SOUSA,False,0
SECRETARIA DA DIREÇÃO-CAMPUS SOUSA,SD-SS,GAB-SS,CAMPUS SOUSA,False,1
OUVIDORIA-CAMPUS SOUSA,OUVIDORIA-SS,DG-SS,CAMPUS SOUSA,False,0
CENTRO VOCACIONAL TECNOLOGICO-CAMPUS SOUSA,CVT-SS,DG-SS,CAMPUS SOUSA,False,1
COORDENAÇÃO DA AGROINDUSTRIA,CAGRO-SS,DPPE-SS,CAMPUS SOUSA,False,7
COORDENACÃO DE PROTOCOLO - CAMPUS SANTA RITA,PROTOCOLO-SR,DAPF-SR,CAMPUS SANTA RITA,False,0
COORDENAÇÃO DO CURSO SUPERIOR DE BACHARELADO EM ENGENHARIA CIVIL - CAMPUS PATOS,CBEC-PT,DDE-PT,CAMPUS PATOS,False,5
NÚCLEO DE PESQUISA EM ENSINO DE FÍSICA - CAMPUS JOÃO PESSOA,NPEF-JP,CACN-JP,CAMPUS JOÃO PESSOA,False,1
NÚCLEO DE ATENDIMENTO AS PESSOAS COM NECESSIDADES ESPECÍFICAS - CAMPUS GUARABIRA,NAPNE-GB,DDE-GB,CAMPUS GUARABIRA,False,1
COORDENAÇÃO DE COMPRAS E LICITAÇÕES - CAMPUS JOÃO PESSOA,CCL-JP,DLOG-JP,CAMPUS JOÃO PESSOA,False,3
COORDENAÇÃO DE MATERIAIS E RECURSOS PATRIMONIAIS - CAMPUS JOÃO PESSOA,CMRP-JP,DOF-JP ,CAMPUS JOÃO PESSOA,False,2
COMISSÃO DE APURAÇÃO DE FATOS - CAMPUS CABEDELO,CAF-CB,DAPF-CB,CAMPUS CABEDELO,False,0
COORDENAÇÃO DE GESTÃO DOCUMENTAL - CAMPUS JOÃO PESSOA,CGD-JP,DAA-JP ,CAMPUS JOÃO PESSOA,False,1
COORDENAÇÃO DE EXECUÇÃO ORÇAMENTARIA - CAMPUS JOÃO PESSOA,CEO-JP,DOF-JP ,CAMPUS JOÃO PESSOA,False,2
COORD DE ADMINISTRACAO E PLANEJAMENTO-MB,CAP-MB,DG-MB,REITORIA,True,0
NÚCLEO DE COMUNICAÇÃO AO SERVIDOR - DDP - REITORIA,NCS-DDP-RE,DDP-RE,REITORIA,False,0
NÚCLEO DE SAÚDE E SEGURANÇA DO TRABALHO - DDP - REITORIA,NSST-DDP-RE,DDP-RE,REITORIA,False,0
COORDENAÇÃO CURSO FIC - DESENHO TÉCNICO ASSISTIDO POR COMPUTADOR - CAMPUS CABEDELO,CFICDT-CB,DDE-CB,CAMPUS CABEDELO,False,0
COORDENAÇÃO CURSO FIC DE PADEIRO - CAMPUS CABEDELO,CFICP-CB,DDE-CB,CAMPUS CABEDELO,False,0
GESTAO DE CONTRATOS - REITORIA,GE-CONTRATOS-RE,CC-RE,REITORIA,False,0
COORDENACAO DE CONTROLE ACADEMICO E APOIO AO ENSINO - CAMPUS ITABAIANA,CCAAE-IB,DDE-IB,CAMPUS ITABAIANA,False,1
COORD DE EXEC ORCAMENT E FINANCEIRA-IB,CEOF-IB,DAP-IB,CAMPUS ITABAIANA,True,0
COORD. BACHARELADO EM ENG. MECANICA-JP,CCBEM-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
COORD CURSO LICENCIATURA MATEMATICA-JP,CCLM-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
COORD BACHARELADO EM ENG CIVIL-JP,CCBEC-JP,DDE-JP,CAMPUS JOAO PESSOA,True,0
COORD LICENC EM CIENCIAS BIOLOGICAS-PI,CCLCB-PI,DDE-PI,CAMPUS PRINCESA ISABEL,True,0
COORD BACHARELADO EM ENG CIVIL-PT,CCBEC-PT,DDE-PT,CAMPUS PATOS,True,0
COORD. CURSO TEC EM ENERGIA RENOVAVEL-ES,CCTER-ES,DDE-ES,CAMPUS ESPERANCA,True,0
COORD CURSO TECNICO EM PANIFICACAO-CB,CCTP-CB,DDE-CB,CAMPUS CABEDELO,True,0
COORD TEC SIST DE ENERGIA RENOVAVEL-SL,CCTSER-SL,DDE-SL,CAMPUS SANTA LUZIA,True,0
COORDENAÇÃO DO PROEJA-CAMPUS SOUSA,PROEJA-SS,DEP-SS,CAMPUS SOUSA,True,0
COORDENAÇÃO DE PROJETOS DE EXTENSÃO-RE,CPEXT-RE,PROEXC-RE,REITORIA,False,0
